VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1N4AZ0CP1G,King,Seattle,WA,98133,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,32,165377243,POINT (-122.35029 47.71871),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000403
5YJ3E1EA9P,Cowlitz,Kelso,WA,98626,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,20,245781770,POINT (-122.89867 46.14424),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001700
1G1RD6E4XF,King,Kirkland,WA,98034,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,1,261320734,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300
7G2CEHED2R,King,Kirkland,WA,98034,2024,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,271107616,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005
SADHM2S10R,King,Bellevue,WA,98005,2024,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,274105625,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023702
7SAYGDEEXP,King,Seattle,WA,98125,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,244341646,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102
7SAYGAEE4R,King,Bothell,WA,98011,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,263306508,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905
1G1RC6S52J,Clark,Vancouver,WA,98660,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,49,238761274,POINT (-122.67156 45.63248),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011042100
5YJ3E1EA8K,Clark,Vancouver,WA,98682,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,17,195139556,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713
1G1RB6S59H,King,Redmond,WA,98052,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,45,148976446,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324
7SAYGDEF1N,King,Seattle,WA,98144,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,212174140,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009400
KNDC3DLC9N,King,Woodinville,WA,98072,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,198645590,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021906
1C4RJYC64N,King,Tukwila,WA,98188,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,11,272418919,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026200
7SAYGDEEXP,King,Kent,WA,98031,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,236001160,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029408
5UXTA6C09P,Clark,Vancouver,WA,98684,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,17,220634627,POINT (-122.48723 45.63701),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041337
JTMABACA9R,Clark,Brush Prairie,WA,98606,2024,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,273959724,POINT (-122.54578 45.73473),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040715
5YJYGDEE8M,King,Kirkland,WA,98033,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,202854704,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022604
KMHC65LD4L,King,Renton,WA,98057,2020,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,0,37,185977291,POINT (-122.20489 47.47532),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026003
7SAYGDEE0P,Cowlitz,Kelso,WA,98626,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,19,241082565,POINT (-122.89867 46.14424),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001200
1V2GNPE86P,King,Sammamish,WA,98074,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,224457131,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316
5UXTS1C00M,King,Bellevue,WA,98004,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,41,167355982,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902
1V2WNPE86P,King,North Bend,WA,98045,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5,254701282,POINT (-121.7831 47.49348),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032705
5YJSA1DN3C,King,Seattle,WA,98177,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,32,104971016,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500
7SAYGDEE1S,Snohomish,Everett,WA,98208,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,275159895,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041610
5YJSA1H1XE,King,Newcastle,WA,98059,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,41,176003565,POINT (-122.15734 47.48718),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005
5YJ3E1EA9L,King,Bothell,WA,98011,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,1,1930834,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804
5YJSA1E50M,King,Kent,WA,98030,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,33,258205713,POINT (-122.19975 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029701
WAUTPBFF8H,King,Woodinville,WA,98072,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,45,249729910,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021802
5YJ3E1EA6J,Island,Coupeville,WA,98239,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,10,223792649,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC,53029971100
3C3CFFGE6G,King,Bellevue,WA,98005,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,41,114616393,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500
5YJSA1E56R,King,Seattle,WA,98107,2024,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,262472549,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800
YV4ED3UM7P,Clark,Ridgefield,WA,98642,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,261473439,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040412
7SAYGDEE3P,King,Kent,WA,98031,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,238014899,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029306
5YJSA1E25H,King,Bellevue,WA,98006,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,41,264913841,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901
YV4ED3UM3P,King,Burien,WA,98146,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34,224405583,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700
KNDRJDLHXN,Clark,Vancouver,WA,98686,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,49,213485576,POINT (-122.62731 45.71668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040803
5YJ3E1EB9R,King,Redmond,WA,98052,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,272533418,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
7SAYGDEE9P,King,Kent,WA,98030,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,251901240,POINT (-122.19975 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029604
WVGTMPE28N,King,Bellevue,WA,98007,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,236595054,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023201
JTDKARFP4L,King,Bellevue,WA,98007,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,41,227286867,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604
1N4AZ1CP2J,King,Auburn,WA,98092,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,47,342685402,POINT (-122.1821 47.3199),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031206
1N4CZ1CV4P,Kitsap,Bainbridge Island,WA,98110,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,220840889,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090800
7SAYGDEEXN,King,Kirkland,WA,98034,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,220977081,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006
7SAYGAEE3S,King,Bellevue,WA,98004,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,274604396,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023806
5YJ3E1EA7J,King,Seattle,WA,98112,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,43,249440712,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400
5YJ3E1EB7P,King,Seattle,WA,98102,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,260502476,POINT (-122.32427 47.63433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006600
5YJSA1E6XR,King,Kirkland,WA,98034,2024,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,277001350,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905
5YJ3E1EA7P,King,Tukwila,WA,98178,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,249825915,POINT (-122.23825 47.49461),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026300
5YJSA1E56N,King,Seattle,WA,98178,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,205974310,POINT (-122.23825 47.49461),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033011902
1N4AZ0CP2E,King,Seattle,WA,98177,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,36,208680804,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400
5YJ3E1EB6N,King,Bellevue,WA,98006,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,203076947,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024904
KNDC3DLC8P,King,Mercer Island,WA,98040,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,255463813,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500
5YJ3E1EB3J,King,Kirkland,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,205530552,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401
1G1RC6S58H,King,Seattle,WA,98134,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,37,198419833,POINT (-122.32741 47.58616),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300
7SAYGDEE2R,King,Bellevue,WA,98004,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,270156673,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023806
5YJ3E1EA7K,Clark,Vancouver,WA,98682,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,17,148023501,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041312
7SAYGAEE3N,King,Sammamish,WA,98075,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,198733062,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224
5YJSA1H21E,King,Redmond,WA,98052,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,48,184921159,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022606
7SAYGDEE4P,King,Kent,WA,98031,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,244238928,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029306
1V2WNPE89P,King,Kirkland,WA,98034,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,265046379,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101
1G1RA6S5XH,King,Kirkland,WA,98033,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,48,2163843,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022703
JTDKARFP8K,Clark,Vancouver,WA,98664,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,49,220630714,POINT (-122.59219 45.62158),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041205
7SAYGDEE6P,King,Kirkland,WA,98034,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,236556407,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300
5YJ3E1EA5R,Clark,Vancouver,WA,98686,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,271548805,POINT (-122.62731 45.71668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040412
JTMFB3FV8N,Clark,Vancouver,WA,98685,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,18,228610070,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040908
5YJ3E1EB1J,King,Kirkland,WA,98034,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,474641905,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006
7SAYGDEE5P,King,Kirkland,WA,98033,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,270748579,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022703
7SAYGDEE9R,King,Seattle,WA,98125,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,268071926,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102
7SAXCDE58P,King,Bellevue,WA,98004,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,226072003,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
JTMABABA1P,King,Seattle,WA,98178,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,238300961,POINT (-122.23825 47.49461),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011902
KM8JBDA29N,King,Seattle,WA,98125,2022,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,46,208667539,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102
KNDJP3AE9G,Kitsap,Bainbridge Island,WA,98110,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,23,114928390,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090700
KM8KRDAF3P,King,Seattle,WA,98125,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,261166216,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800
7SAYGDEE4N,King,Seattle,WA,98107,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,201905161,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004703
1G1RA6S52H,King,Seattle,WA,98119,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,36,349415447,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006800
1GYKPSRL9R,Kitsap,Port Orchard,WA,98366,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26,262521164,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092600
5YJ3E1EA1H,King,Seattle,WA,98119,2017,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,36,166481815,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007001
KNDC34LA8R,King,Sammamish,WA,98074,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,273676175,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225
3GNKDCRJ9R,King,Seattle,WA,98117,2024,CHEVROLET,BLAZER EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,273012260,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002900
7SAYGDEE2P,King,Kent,WA,98030,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,258950156,POINT (-122.19975 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029604
2C4RC1S71R,King,Burien,WA,98146,2024,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,34,268709003,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027500
JTMABABA7R,Kitsap,Bainbridge Island,WA,98110,2024,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,267613657,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090700
KM8KRDDF1R,Thurston,Olympia,WA,98512,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,269564074,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011000
7SAYGDEE6P,King,Issaquah,WA,98029,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5,226011215,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220
7SAXCBE69P,King,Bellevue,WA,98006,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,260972827,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902
5YJSA1H29F,Snohomish,Mukilteo,WA,98275,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,21,238385255,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042001
7FCTGBAA3S,King,Seattle,WA,98125,2025,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,276932204,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000900
7SAYGDEE0N,King,Kirkland,WA,98034,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,196012218,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022205
KM8HB3A75R,King,Seattle,WA,98125,2024,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,272920168,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102
1N4BZ1DV0M,King,Auburn,WA,98092,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,245297244,POINT (-122.1821 47.3199),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602
1N4CZ1CV9R,King,Kirkland,WA,98033,2024,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,272221505,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402
7SAYGDEF2N,King,Kent,WA,98030,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,219449527,POINT (-122.19975 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029603
5UXTS1C07L,Snohomish,Edmonds,WA,98026,2020,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,21,125708411,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050101
1N4AZ0CP6F,King,Seattle,WA,98125,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,46,153896312,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000101
5YJYGAEE6M,King,Redmond,WA,98052,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,177835248,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
5YJYGAEE4M,King,Kirkland,WA,98034,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,157633850,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005
4JGGM1CB6P,King,Bothell,WA,98011,2023,MERCEDES-BENZ,EQE-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,260366207,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804
5YJSA1E54N,King,Seattle,WA,98119,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,187605827,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007001
KM8KNDAF6P,King,Kent,WA,98031,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,258120761,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029407
5YJYGDEE5M,King,Kirkland,WA,98034,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,136971873,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203
